Title,Company,Location,Desc,Link
[약올려] 웹 백엔드 개발자(0~3년),(주)룩인사이트,서울강남구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46002130&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=cd457489-0585-4fa6-853e-085bc68dea8f
"[노르마]각 부문별 개발자 채용(연봉 5,000~7,000/병역특례가능)",(주)노르마,서울성동구,"Node.js, 백엔드/서버개발, 웹개발, 정보보안, 네트워크",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46015377&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
MSA 배우면서 개발하실 신입 이상 JAVA/SPRING 웹개발자 채용,(주)별소프트,서울송파구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, API",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45928506&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[네일테크스타트업] 웹서비스 프론트엔드 UI/UX 개발자 채용,(주)유유유유유,서울성동구,"Node.js, 앱개발, 웹개발, 퍼블리셔, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46001615&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
2023년 하반기 경력/신입 사원 모집 [앱개발/마케팅],티티유(주),경기수원시 영통구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 웹마스터",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45973810&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
프론트앤드 개발자 정규직 신입채용,(주)보인정보기술,서울금천구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46019368&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
슈잉과 함께 폭풍 성장할 개발자 팀원 모집,부산갈매기,부산부산진구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, Android",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46005341&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
JAVA 신입 경력 모집,㈜키트넷,서울금천구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 유지보수",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45965185&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[뉴미디어회사 알마로꼬] 각 부문 정규직 채용,(주)알마로꼬,경기하남시,"기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 앱개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45877854&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[NICE페이먼츠] '23년 신입/경력 상시 채용,나이스페이먼츠(주),서울마포구,"백엔드/서버개발, 앱개발, 정보보안, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45703215&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[허브디앤씨][지사] 웹/앱 프론트/백엔드 개발 채용,허브디앤씨,서울강서구,"백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45563833&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[신입/경력] Full Stack Developer,어플라이드머티어리얼즈코리아(주),경기성남시 분당구,"기계조작원, 반도체, IT개발, 반도체, 디스플레이",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45952686&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
주니어 데브옵스 엔지니어(DevOps Engineer),(주)와탭랩스,서울서초구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어)",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45922967&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
웹 프론트엔드/백엔드 개발자 채용,(주)엔키,경기성남시 수정구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, Javascript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45906705&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
백엔드 개발자,(주)더블미,서울중구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45640794&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
리얼패킹 백엔드 개발자 신입 및 경력 수시 모집,(주)인베트,서울마포구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45797215&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[위캔] 신입/경력 개발자 채용공고,(주)위캔,부산수영구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, AWS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45858987&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[경력] Database 관리 경력사원 모집,(주)교보문고,서울마포구,"Node.js, 게임개발, 기술지원, 데이터분석가, 데이터엔지니어",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45148197&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
개발자 경력직 정규 채용 [미디어그룹 사람과 숲㈜],(주)미디어그룹사람과숲,서울구로구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45936254&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[이마트24] 시스템 개발 경력사원 모집,(주)이마트24,서울성동구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, SI개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46020019&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[캐시워크] 백엔드개발 채용전환형 인턴,넛지헬스케어(주),서울강남구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 웹마스터",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45747537&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
(주)솔리드이엔지 사무직 - 클라우드 기술 신입사원 모집,(주)솔리드이엔지,대전유성구,"Node.js, 기술지원, 유지보수, 정보보안, IT컨설팅",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45958483&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
각 부문별 경력자 채용 (정규직),(주)올라핀테크,서울강남구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 유지보수",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45985138&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[정규직/계약직] 팜피 웹/앱 개발자 담당 팀원 모집,팜피(주),서울동작구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBMS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46020977&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
JAVA 웹 개발자 정규직 채용 (신입 / 경력 2년 이상),양재미디어(주),서울영등포구,"Node.js, 웹개발, Java, Javascript, JSP",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45762309&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
(주)범일정보 개발자(JAVA) 신입 및 경력 상시채용,(주)범일정보,대구수성구,"Node.js, 웹개발, SI개발, Java, 클라우드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45717039&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[신입/경력] [서울 강남] 이비즈네트웍스 웹개발자 채용,(주)이비즈네트웍스,서울강남구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, Linux",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46021144&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[채용] C# S/W 개발자 or Python 응용 S/W 개발,제스엔지니어링,서울금천구,"Node.js, C#, Java, Python, SQL",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46007552&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
"(주)스쿨버스 백엔드(Node) 개발자, 클라(Flutter) 개발자 채용",(주)스쿨버스,서울마포구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45707591&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
2023년 상반기 수시채용 (신입/경력),(주)더블유게임즈,서울강남구,"Node.js, 게임개발, 백엔드/서버개발, 앱개발, QA/테스터",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45821416&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
Backend Developer,(주)쏘카,서울성동구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, 인프라",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45905375&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
"[WebDeveloper] 웹 개발자 (정규직, 신입, 경력)",(주)라인월드,대전유성구,"Node.js, 백엔드/서버개발, 웹개발, 유지보수, SI개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45937539&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[Tech] 백엔드 개발자,콘텐츠웨이브(주),서울전체,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어)",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45961556&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
클라우드엔지니어/서비스 보안/IT인프라/클라우드 운영관리,디딤365(주),서울금천구,"Node.js, 백엔드/서버개발, SE(시스템엔지니어), 머신러닝, 빅데이터",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45879053&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
프론트엔드 개발자 (그룹웨어 운영),(주)브이엔티지,서울마포구,"Node.js, 백엔드/서버개발, 프론트엔드, ERP, Javascript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45994068&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
풀스택 개발자,(주)인사이트베슬,서울용산구,"Node.js, 웹개발, 웹마스터, 반응형웹, NLP(자연어처리)",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45906708&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
(주)모스티소프트 신입 개발자 채용,(주)모스티소프트,서울영등포구,"Node.js, 웹개발, 솔루션, 클라우드, IoT",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45876220&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[패스오더] 급성장중인 스타트업 'QA 엔지니어' 채용,(주)페이타랩,서울강남구,"Node.js, 게임개발, 기술지원, 데이터엔지니어, 백엔드/서버개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45961214&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[패스오더] 급성장중인 스타트업 'Back-End 개발자' 채용,(주)페이타랩,서울강남구,"Node.js, 기술지원, 백엔드/서버개발, 앱개발, 웹개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45961232&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[패스오더] 급성장중인 스타트업 '데브옵스 엔지니어' 채용,(주)페이타랩,서울강남구,"Node.js, 기술지원, 백엔드/서버개발, 앱개발, 웹개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45961284&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[신입] 백엔드 개발자 정규직 채용,(주)후시파트너스,서울영등포구,"Node.js, 백엔드/서버개발, 프론트엔드, 솔루션, S/W",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45950843&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=e10a87c3-877f-4be9-9f85-b286982296b9
[프람트테크놀로지] 소프트웨어 개발분야 정규직 신입사원 채용,(주)프람트테크놀로지,서울강남구,"Node.js, 백엔드/서버개발, DBA, Linux, 빅데이터",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46011740&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
2023년 기술연구소 개발자(신입/경력) 모집,(주)엠알씨,부산동구,"Node.js, 백엔드/서버개발, S/W, .NET, C#",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45903198&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
AI 연구 및 솔루션 개발 인력 채용,(주)스마트엠투엠,부산해운대구,"Node.js, AI(인공지능), 딥러닝, 블록체인, 솔루션",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46018362&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
프론트엔드 SI 개발팀 신입/경력 채용,주식회사 랩오투원,부산중구,"Node.js, 앱개발, 웹개발, 프론트엔드, Ajax",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45979962&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
(주)앰진 프론트엔드 신입·경력 채용공고,(주)앰진,서울송파구,"Node.js, 백엔드/서버개발, 프론트엔드, SQL, 솔루션",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46014123&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
"[틱스잇]여행 IT 개발자(JAVA, Spring) 정규직 채용",(주) 틱스잇,서울성동구,"Node.js, 기술지원, QA/테스터, 솔루션, S/W",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46020836&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
[물류플랫폼 개발] IT인프라 및 Cloud시스템 운영관리부문 채용,(주)로지스밸리,경기화성시,"Node.js, 백엔드/서버개발, 정보보안, SE(시스템엔지니어), 네트워크",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45808752&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
광주 스타트업 사업기획 / 퍼포먼스 마케터 / APP 개발자 채용,(주)모람플랫폼,광주동구,"Node.js, 백엔드/서버개발, 앱개발, 프론트엔드, 마케팅기획",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46022618&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
한국예술문화재단 예체능 매칭플랫폼 프론트엔드 개발자 모집,(재)한국예술문화재단,서울강남구,"Node.js, 프론트엔드, CSS, CSS3, Git",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46001130&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
백엔드 개발자 채용,피아스페이스(주),서울서초구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45789033&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
[넥스트이노베이션] 백엔드 팀원 모집,(주)넥스트이노베이션,서울광진구,"Node.js, 백엔드/서버개발, Java, JSP, Vue.js",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45830622&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
웹 개발자(신입/경력) - React Front Developer,(주)온결,서울성동구,"Node.js, 웹개발, 퍼블리셔, 프론트엔드, Git",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45954619&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
프론트엔드 개발자 채용,(주)투썬캠퍼스,경기성남시,"Node.js, 게임개발, 기술지원, 백엔드/서버개발, 앱개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45844658&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
"커피 버티컬 플랫폼 기획, 개발, 디자분야 채용",(주)버디버스,서울강남구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45725327&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
빅데이터 Java/Spring Backend 개발자 채용(취업축하금 지급),(주)이팝콘,서울서초구,"Node.js, 백엔드/서버개발, SE(시스템엔지니어), Java, Linux",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45920929&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
[신입/경력] 웹 개발 엔지니어 채용,BIMPeers,서울서초구,"Node.js, 웹개발, 웹마스터, 프론트엔드, 웹표준·웹접근성",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46007367&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
프론트엔드 및 백엔드 개발자 채용,(주)공감파트너스,경기고양시 일산서구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45544269&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
웹 개발자 채용(백엔드/프론트엔드/사업기획),(주)씨티소프트,경기성남시 수정구,"Node.js, 백엔드/서버개발, 웹개발, 퍼블리셔, 웹표준·웹접근성",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45824513&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
블록체인 개발 프론트·백앤드 정규직 채용 공고,(주)데이터랩스,서울강남구,"Node.js, Angular, CSS, CSS3, GoLang",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46015642&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
IT팀 웹퍼블리셔 / 디자이너 공개채용,(주)이쓰리티에스,서울구로구,"Node.js, 퍼블리셔, 프론트엔드, CSS3, HTML5",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46008129&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
[DoIT] 하반기 웹 개발자 모집 공고(정규직),(주)두잇,인천연수구,"Node.js, 백엔드/서버개발, 웹개발, Python, 풀스택",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46007008&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
"[허브디앤씨]웹/앱 기획, UI/UX디자인, 웹/앱 개발 채용",허브디앤씨,서울강남구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45563867&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
[대구] 전략기획본부 SW개발파트 신입/경력 채용,스타법무법인,대구중구,"Node.js, 기술지원, 데이터엔지니어, 백엔드/서버개발, 웹개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45823117&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
2023년 웹개발자 모집 - 신입/경력,(주)이퀴닉스,서울강남구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, HTML",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45955580&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
API 서비스 사용 후기 인터뷰에 참여해주실 개발자 모십니다.,(주)브로드웨이,서울마포구,"Node.js, 백엔드/서버개발, 프론트엔드, WCF, C#",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46022196&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
프론트엔드 및 백엔드 개발자 신입/경력 직원 모집,케이퍼스트랩(주),서울광진구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, Git",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45807779&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
[이스타항공] IT 직군 경력직 모집,이스타항공(주),서울강서구,"Node.js, 네트워크, 클라우드, Javascript, UI/UX",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45928880&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
(주)큐빅아이 백엔드 신입 개발자 모집,(주)큐빅아이,서울영등포구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, HTML",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45942127&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
"웹 개발(Java, Javascript, HTML5, spring)-서울",(주)픽소니어,서울금천구,"CSS, HTML5, Java, Javascript, JSP",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45871645&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
"[신입/경력] 오프라인 가맹점시스템(C#, WPF, JAVA) 개발자 채용",(주)케이지이니시스,서울중구,"DBMS, C#, MSSQL, MySQL, WPF",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45920246&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
웹 솔루션 유지보수 및 개발자 모집,(주)엔터인,대구수성구,"백엔드/서버개발, 웹개발, 네트워크, Java, Linux",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45912217&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
[인텔리코드] 프론트엔드 개발자 채용,(주)인텔리코드,경기수원시 영통구,"데이터엔지니어, 웹개발, 퍼블리셔, 프론트엔드, 데이터시각화",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45852077&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
웹(ReactJS) 개발자 채용 - 산업기능요원(보충역) 가능,(주)위플래닛,서울서초구,"백엔드/서버개발, 퍼블리셔, 프론트엔드, Javascript, 클라우드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45928430&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
Java 개발자 채용,(주)아이스크림미디어,경기성남시 분당구,"백엔드/서버개발, 웹개발, Java, JSP, MySQL",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45875014&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
IT SYSTEM개발팀 채용,엘비세미콘(주),경기평택시,"백엔드/서버개발, 웹개발, DBA, SE(시스템엔지니어), 모의해킹",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45859654&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
[LG그룹] 비즈테크아이 개발혁신센터 대규모 IT인재 채용,(주)비즈테크아이,서울마포구,"데이터엔지니어, 네트워크, .NET, C#, PL/SQL",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45821996&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
(주)다운 광주연구소) 웹 개발자 신입 정규직 채용,(주)다운,광주북구,"백엔드/서버개발, 웹개발, 프론트엔드, Ajax, AWS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46008797&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
2023 엔젤로보틱스 전문연구요원 채용,(주)엔젤로보틱스,서울성동구,"백엔드/서버개발, 유지보수, 정보보안, 네트워크, 딥러닝",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45845356&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
